Obsolète;Code terrain;Toponyme;Type;Date creation;Dernière modification;Date validation;Position;Latitude;Longitude;Altitude;Consignes;Nombre de pistes;Nature première piste;Axe préférentiel première piste;Largeur première piste;Longueur première piste;Orientation première piste;Nature deuxième piste;Axe préférentiel deuxième piste;Largeur deuxième piste;Longueur deuxième piste;Orientation deuxième piste;Radio;Carburant;Facilités;Facilités en clair;Email de contact;Téléphone;Informations complémentaires;Gestionnaire terrain
;LF7922;Chenay;Aérodrome Privé Ouvert aux ULM;18/05/2011;22/03/2025;28/11/2025;46.346409,-0.016308;N 46 20 47;W 000 00 59;435 ft;"manche à Air en milieu de la piste coté Nord Ouest 





Tours de piste 


 coté EST      ULM 500ft      AVION 700ft.





 coté OUEST   paramoteur  300ft 





Nouveauté 2025


 Activité  modélisme sur la plate-forme  cotè ouest


. Verticale impérative pour se signaler";2;herbe;;30;500;'06-24;herbe;;15;500;'06-24;123.500;Sur demande;2,4,5;Hangar possible, Gîte à proximité, Camping possible;chenay.ulm@gmail.com;+33 6 82 11 50 06;"Forte activité en école Paramoteur et pendulaire





ATTENTION : Activité occasionnelle modélisme sur la plate-forme. Verticale impérative pour se signaler aux pilotes de modèles réduits. Les ULM étant prioritaires, les modèles réduits se poseront ou se décaleront à l'ouest de la plate-forme.





Au Nord du terrain ,utilisation de DRONES pendant les manœuvres dans la R 250  , respecter les 2000 pieds . 








Gîte : chambres d'hôtes 05 49 07 32 90";aéroclub plateau Mellois
;LF7925;Saint Amand sur Sèvre;Aérodrome Privé Ouvert aux ULM;08/03/2011;23/12/2015;10/05/2021;46.901256938963,-0.8027192645602099;N 46 54 05;W 000 48 10;607 ft;;1;herbe;;15;530;'07-25;herbe;;;;'Inconnue;123.500;;0;invalid;;+33 5 49 81 66 92;Aérodrome privé, PPR obligatoire.;Mr Charles Boury
;LF7926;Verrines sous Celles La Jonchè;Aérodrome Privé Ouvert aux ULM;08/03/2011;12/04/2019;10/05/2021;46.226399797063,-0.20359049206535929;N 46 13 35;W 000 12 13;360 ft;"ATTENTION : six éoliennes de 145 mètres de hauteur sont en place à 1200 mètres à l'est du terrain au niveau du tour de piste EST





Hauteur de survol 1000 ft AAL. 





Les cônes d'envol sont parfaitement dégagés. Tour de piste prioritaire côté ouest.";1;herbe;;30;538;'01-19;herbe;;;;'Inconnue;123.500;;0;invalid;claude.pierre7@wanadoo.fr;+33 9 62 50 39 21;"PPR OBLIGATOIRE


Aérodrome privé,demander à l'avance pour transmission, en temps, de la demande à la Préfecture des DS";Mr Claude Pierre
oui;LF7928;St Georges de Rex;Base ULM fermée définitivement;09/03/2011;01/05/2012;01/05/2012;N 46 14 44,W 000 40 18;N 46 14 44;W 000 40 18;59 ft;Attention piste accidentée, l'aborder avec prudence si possible en pente 3% avec du moteur. Position GPS (IGN, non WGS) mi-piste: N46° 14' 56'  W000° 40' 18'.;1;herbe;;30;220;'04-22;;;;;;;;;;francis@mallet.as;+33 6 19 96 61 91;;
;LF7951;Usseau;Base ULM ouverte tous types;06/09/2011;12/10/2020;14/04/2023;46.174867868081,-0.6098270416259766;N 46 10 30;W 000 36 35;115 ft;"Le survol du village d'Olbreuse est interdit.





Si décollage en 02, il faut dégager par l'EST avant le village.





Tour de piste préférentiel à l'OUEST.";1;herbe;;70;300;'02-20;herbe;;;;'Inconnue;125.335;Sur demande;6,2,4,5;Restauration &agrave proximité, Hangar possible, Gîte à proximité, Camping possible;apilul@free.fr;+33 6 74 01 31 13;"Le Club ULM l'APILUL vous réservera le meilleur accueil. Il y a toujours du monde  les samedis matin !


ATTENTION :  Activité occasionnelle modélisme sur la plate-forme. Verticale impérative pour se signaler aux pilotes de modèles réduits. Les ULM étant prioritaires, les modèles réduits se poseront ou se décaleront à l'Est de la plate-forme.";L’Association des PILotes d’Ultra Légers  des  Deux-Sèvres
;LF7952;Secondigny;Base ULM Autorisation OBLIGATOIRE ;30/08/2011;22/06/2018;14/04/2023;46.636944,-0.46361100000001443;N 46 38 13;W 000 27 49;710 ft;"Seuil de piste (25) décalé pour cause de ligne tel. 





Manche à air au seuil de piste (25).";1;herbe;;20;420;'07-25;herbe;;;;'Inconnue;125.335;;0;invalid;christian.cluseau@orange.fr;+33 6 19 13 91 03; Parc éolien à 1 km au nord de la piste, Peut être utile pour définir la direction du vent.;Christian CLUSEAU
;LF7953;Le Grand Moiré;Base ULM Accès privé;25/03/2014;17/02/2022;14/04/2023;46.86000400271446,-0.1848626878526205;N 46 51 36;W 000 11 06;336 ft;"Tour de piste Est / ouest 750ft


Verticale 1500ft


Éviter survol des villages


";1;herbe;'20;25;700;'02-20;herbe;;;;'Inconnue;125.335;Non,sur demande;6,4;Restauration &agrave proximité, Gîte à proximité;claudi.bodet@wanadoo.fr;+33 6 77 83 14 00;"Treuillage parapente et remorquage delta fréquents, dans ce cas prendre contact radio 123,500 en vue du terrain.


Vous serez les bienvenus...


Attention : la piste a été translatée de 200 m vers l'ouest.";Bodet Claudi
;LF7955;Asnières-en-Poitou;Base ULM Accès privé;14/12/2023;01/06/2025;06/01/2026;46.102274,-0.201008;N 46 06 08;W 000 12 04;230 ft;"Autorisation obligatoire





Survol d'Asnières en Poitou et villages voisins interdits.





Piste 09 : Main droite  -  Piste 27 : Main gauche";1;herbe;;15;230;'09-27;;;;;;125.335;Sur demande;5;Camping possible;cdadbiton@aol.com;+33 5 49 29 07 91;"Pour le carburant, prévenir à l'avance, 





Par vent faible atterrissages en 09 et décollages en 27. Par vent fort atterrissages en 27 parfois impossibles.





Piste 09 : Main droite  -  Piste 27 : Main gauche";C. & D. Biton
oui;LF8021;La Boisselle;Base ULM fermée définitivement;08/03/2011;06/08/2024;15/12/2024;50.015717814975204,2.688088367706296;N 50 00 57;E 002 41 17;279 ft;;1;herbe;;25;180;'03-21;herbe;;;;'Inconnue;125.335;;6;Restauration &agrave proximité;vandenbulke.georges@orange.fr;+33 6 12 13 82 14;Prévenir à l'avance pour l'utilisation de la piste.;
oui;LF8022;Jumel;Base ULM fermée définitivement;08/03/2011;20/11/2023;15/12/2024;49.75805024421457,2.303184301588317;N 49 45 29;E 002 18 11;413 ft;Tour de piste à l'est;1;herbe;;30;600;'01-19;herbe;;;;'Inconnue;125.335;Non;0;invalid;brigittecotel@wanadoo.fr;+33 6 22 37 26 67;ULMISTES PISTE FERME ;
;LF8051;Loeuilly;Aérodrome Privé Ouvert aux ULM;14/07/2011;06/06/2018;03/02/2026;49.765425,2.215204;N 49 45 56;E 002 12 55;502 ft;"Tour de piste à l'ouest à 500 pieds sol pour les ULM et les avions (voir la 'carte aérodrome' sur le site).


Éviter de survoler les villages environnants.";1;herbe;'01;30;540;'01-19;;;;;;123.500;Oui SP 98;2,4,5,6;Hangar possible, Gîte à proximité, Camping possible, Restauration &agrave proximité;afarrica@free.fr;+33 6 87 52 11 27;"L'usage de cet aérodrome privé est réservé aux membres de l'Aéro-Club de Loeuilly (ACL). 





Pour une utilisation régulière (avion, ULM), une carte de membre sympathisant ACL est vendue sur place au prix de 30 Euros l'année. 





Tous les aéronefs de passage sont toujours les bienvenus. 


Contacter le Président au 06 87 52 11 27  pour plus d'infos.";Aéro Club de Loeuilly
;LF8052;Poix de Picardie;Base ULM Accès privé;24/10/2011;12/12/2019;14/04/2023;49.78026646068878,2.0020008087158203;N 49 46 49;E 002 00 07;604 ft;;1;herbe;'26;20;700;'08-26;herbe;;;;'Inconnue;125.335;;6,4;Restauration &agrave proximité, Gîte à proximité;albats121@sfr.fr;+33 6 24 59 06 90;;
oui;LF8122;Venes;Aérodrome fermé.;08/03/2011;24/06/2014;18/08/2015;43.75804899626936,2.180960907406302;N 43 45 29;E 002 10 51;920 ft;Piste non autorisée aux visiteurs car ne répondant pas aux normes de sécurité,  pas de manche à air, pas de balisage. Piste de type 'altisurface', atterrissage (en cas de nécessité) en 12. Piste dégagée d'obstacles au sol  tracée au milieu d'un bois.;1;herbe;'12;15;480;'12-30;herbe;;;;'Inconnue;Auto-info 123.5;;;;;;;
;LF8123;Saint Affrique les Montagnes;Base ULM Autorisation OBLIGATOIRE ;08/03/2011;31/07/2025;20/10/2025;43.544725,2.211368;N 43 32 41;E 002 12 41;180 ft;"QFU 12 Seuil décalé de 150m cause route D85. 





Survol par le sud interdit à moins de 300m AGL (Village de St-Affrique-les-Montagnes)";1;herbe;'30;26;380;'12-30;;;;;;125.335;;0;invalid;pascalberthe@hotmail.fr;+33 6 27 14 35 58;"Ouvert aux ULM


Pour les ULM non basés : Un atterrissage ou un toucher ou un passage bas par jour autorisé.


École de pilotage, baptême de l'air, Vol promenade.





Attention !


 A proximité de notre piste,  se situe un bâtiment cunicole. Il ne devrait pas gêner les approches ou les décollages depuis nos installations.";Président du club ULM de la montagne noire
;LF8151;L'Isle sur Tarn - Saint Martin;Base ULM Autorisation OBLIGATOIRE ;08/03/2011;05/04/2024;07/04/2024;43.856945506112815,1.820707153442413;N 43 51 25;E 001 49 15;394 ft;"04/22 prioritaires. TdP par le sud (1000 ft QNH) à pour éviter le village.


Route au seuil 04 : VIGILANCE


Seuil piste 13 surélevé par rapport 04/22.Toucher après le V.


Les pistes de GAILLAC sont dans l'alignement de la 04. Dégager rapidement vers l'est.





";2;herbe;'04;30;380;'04-22;herbe;;30;200;'13-31;125.335;A la demande ;6,2,4;Restauration &agrave proximité, Hangar possible, Gîte à proximité;club.ulm.st.martin@gmail.com;+33 6 20 63 20 55;;club ULM Saint Martin (Montans)
oui;LF8152;Parisot;Base ULM Accès privé Utilisation EPISODIQUE ;08/03/2011;06/07/2015;05/08/2015;43.801790894769,1.8321470793457593;N 43 48 06;E 001 49 56;690 ft;Tour de piste au Nord;1;herbe;'09;20;200;'09-27;herbe;;;;'Inconnue;;;;;;+33 6 87 33 08 95;Cette piste n'est plus utilisée depuis quelques années.;
;LF8153;La Ramière;Base ULM Accès privé;29/10/2011;05/07/2022;14/04/2023;43.747599110478724,1.8155872821807861;N 43 44 51;E 001 48 56;420 ft;"Tour de piste 1000 ft QNH


Consignes d'intégration : prise de vent arrière 90° voir (voir plan joint et site internet)


Activité école - radio recommandée


EVITER LE SURVOL DES HABITATIONS


Pour les ULM non basés, tours de piste soumis à autorisation";1;herbe;'10;30;280;'10-28;herbe;;;;'Inconnue;125.335;;0;invalid;contact@ulm31.fr;+33 6 12 24 69 46;"Contact :


Marc Axisa - 06 12 24 69 46";ULM marc Axisa
;LF8154;Saint Lieux les Lavaur;Base ULM Autorisation OBLIGATOIRE ;19/10/2011;25/01/2025;20/10/2025;43.761486,1.741076;N 43 45 41;E 001 44 28;400 ft;"Tour de piste : 900ft/QNH secteur ouest du terrain


Consignes : https://www.ulm-st-lieux.fr/la-base-ulm


Activité école régulière - radio optionnelle


ÉVITEZ LE SURVOL DES HABITATIONS !


Pour les ULM non basés : limitez les tours de piste à deux maxi


Activité drones nord-est des lacs hauteur maxi 90m";1;herbe;'31;30;280;'13-31;;;;;;125.335;SP98 (demande);0;invalid;club.ulm.st.lieux@free.fr;+33 5 63 41 63 22;"Formation pilotes et instructeurs ULM


Vols découverte de l'ULM";Club ULM de Saint-Lieux-les-Lavaur
;LF8155;Coufouleux;!! Type de terrain mal défini !!;08/03/2011;29/11/2023;30/12/2025;43.801698,1.718657;N 43 48 06;E 001 43 07;406 ft;"Verticale à 1000 ft minimum.


Pas de tour de piste et éviter le survol des maisons.


Préférentielle piste 30 


Seuil décalé en piste 12


Ligne électrique HT à 5 m le long de la petite route côté 12 !";1;herbe;'30;20;300;'12-30;;;;;;;;0;invalid;contact@paramoteur.fun;+33 6 89 26 72 27;"Terrain exploité par ADVENTURE TOULOUSE PARAMOTEUR


Attention : activité école de formation au paramoteur importante sur piste !


Instructeur Paramoteur (Classe 1) : Christophe PICARD





Prévenir avant de venir ! J'habite sur place.


Tel  : 06 89 26 72 27


contact@paramoteur.fun





ATTENTION : piste fermée durant l'hiver 2026 !";Christophe PICARD
;LF8156;Albi Castelvert;Aérodrome Privé Ouvert aux ULM;16/07/2011;17/10/2021;19/10/2021;43.829914058138,2.121090888977051;N 43 49 48;E 002 07 16;800 ft;"Grande piste pour avions et ULMs: tour de piste au Sud, à 1800 ft QNH


Petite piste pour ULMs uniquement: tour de piste au Nord à  1400 ft QNH


Utilisation simultanée des 2 pistes interdite. 


Respectez les survols à éviter. Merci par avance pour tous.


 ";2;herbe;;20;500;'10-28;herbe;;20;270;'10-28;123.500;sur demande;2,4,5;Hangar possible, Gîte à proximité, Camping possible;ulmcastelvert@hotmail.fr;+33 6 82 13 68 42;"Aérodrome privé. Pour les avions, PPR à demander au gestionnaire (mail: roger.fonvieille@orange.fr) pour déclaration en préfecture.


.";FONVIEILLE Roger
oui;LF8157;Bouscatel ;Base ULM fermée définitivement;08/03/2011;11/02/2017;10/03/2020;43.728056,2.3944440000000213;N 43 43 41;E 002 23 40;1919 ft;;1;herbe;'16;;300;'16-34;herbe;;;;'Inconnue;;;4;Gîte à proximité;;+33 9 75 44 12 15;Terrain de type altisurface. ATR en 16 (montante).;
oui;LF8158;Pratviel;Base ULM fermée définitivement;09/03/2011;17/06/2012;04/07/2012;43.641667,1.9002779999999575;N 43 38 30;E 001 54 01;600 ft;;1;herbe;;;;'37-38;;;;;;;;;;;;;
;LF8159;Roquemaure;Base ULM Accès privé;08/07/2011;05/10/2022;14/04/2023;43.821775136122,1.605277955532074;N 43 49 18;E 001 36 19;630 ft;"Pente longitudinale 1 à 2 %


pente latérale 6 à 10% suivant les portions de la piste


Seule la trouée Sud-Est est utilisable.


Les décollage se feront en piste 15 et les atterrissages en piste 33.";1;herbe;'33;20;260;'15-33;herbe;;;;'Inconnue;125.335;;0;invalid;christian.hot@free.fr;+33 6 98 57 18 28;Uniquement ULM autorisés.;
;LF8160;Rivières;HydroSurface Restreinte Autorisation OBLIGATOIRE ;17/07/2015;24/02/2016;29/02/2016;43.901719465455066,1.9718238794195697;N 43 54 06;E 001 58 19;489 ft;"Attention, présence possible troncs et bois flottants sur la rivière.





Ligne électrique en amont du barrage, proximité seuil 12.";1;eau;'30;50;1000;'12-30;herbe;;;;'Inconnue;;;3,6,5;Restauration sur place, Restauration &agrave proximité, Camping possible;Paul.dellac@wanadoo.fr;;Accès réservé aux pilotes autorisés par le gestionnaire.;Air des Lacs 
;LF8161;Bertre Magrin;Base ULM Accès privé;06/06/2023;10/02/2025;12/02/2025;43.59969986719527,1.9282555842183902;N 43 35 59;E 001 55 42;732 ft;"Tdp au sud 1500ft max. Survol fermes et habitations environnantes interdit.


Ligne HT dans le tdp 0.7NM au plus pénalisant.


Axe volt 6711 QDR 178°/2NM, ne pas interférer, contact Toulouse Info 121.250kHz


Seuil décalé aux deux QFU.";1;herbe;'28;15;270;'10-28;herbe;;;;'Inconnue;125.335;NIL;0;invalid;michel.dalisson@gmail.com;+33 6 49 82 26 19;"Cultures proche côté nord, rangée d'arbres côté sud, risque de turbulences fortes. Interdit en l'absence de manche à air.


En l'absence de vent ET en l'absence d'un autre trafic atterrissage préférentiel en 10 et décollage préférentiel en 28.


Ne pas interférer avec base ULM St Sernin QDR 152°/4.2NM.


Distance utilisable à l'atterrissage 250m.";Michel Dalisson
;LF8222;Beaumont de Lomagne;Aérodrome privé fermé temporairement;01/08/2011;30/07/2022;02/08/2022;43.876493147658,0.9839898347854614;N 43 52 35;E 000 59 02;338 ft;"Fermée


";1;dur;;15;450;'07-25;herbe;;;;'Inconnue;123.500;;6,4;Restauration &agrave proximité, Gîte à proximité;;+33 5 63 65 22 22;"Changement de propriétaire. Piste fermée depuis août 2022. 





Cette piste est contigüe à un entrepôt où manœuvrent des camions.





Normalement, un balisage au sol délimite la zone à ne pas dépasser, à l'attention des camions.





Prudence cependant.


En semaine, les bureaux sont occupés par le gestionnaire du terrain.


Le week-end, il n'y a personne


Prévenir au téléphone avant une utilisation le week-end.";
;LF8223;Bouloc;Aérodrome Privé Ouvert aux ULM;02/08/2011;04/07/2019;06/07/2019;44.307788874481,1.0805555555555202;N 44 18 28;E 001 04 50;745 ft;AD privé réservé à l'activité d'un centre de parachutisme possédant 2 avions largueurs 'Pilatus'. Strictement interdit aux visiteurs aériens sauf PPR, L'autorisation doit être obtenue par écrit avant d'envisager d'y atterrir. Largage paras haute alt.;1;dur;;0;750;'10-28;herbe;;;;'Inconnue;123.350;;0;invalid;contact@bouloc-skydive.com;+33 5 63 95 39 46;;
;LF8225;Caussade Septfonds;Aérodrome Privé Avec Restrictions Autorisation OBLIGATOIRE ;09/03/2011;05/06/2025;07/06/2025;44.18,1.5972222222221717;N 44 10 48;E 001 35 50;644 ft;"Attention à la présence de la R46 à la verticale des installations.


La 'vent arrière' est toujours au nord.


Préférentielle atterrissage en 11 et décollage en 29.";1;dur;'11;30;700;'11-29;herbe;;;;'Inconnue;;;0;invalid;yvesberry7@gmail.com;;"Aérodrome privé. Strict PPR à Yves BERRY au 06 03 69 78 03  


Atterrissages pour PILOTES AUTORISES UNIQUEMENT"; Yves BERRY
;LF8226;Caylus;Aérodrome Privé Ouvert aux ULM;01/08/2011;05/03/2016;10/05/2021;44.222637121383,1.7326104640960693;N 44 13 21;E 001 43 57;1035 ft;PPR : Me contacter par téléphone pour autorisation d'atterrissage sur la piste AVION ou sur la plate-forme ULM.;2;herbe;'34;80;350;'16-34;dur;'34;4;450;'16-34;123.500;;0;invalid;aerodrome.caylus@gmail.com;+33 5 63 31 05 67;"Aérodrome long 450m larg 4,00m goudronné sur 350m seuil de piste en herbe





Plateforme ULM long 350m larg 80m surface herbe.





Me contacter pour autorisation d'utilisation aérodrome privé ou plateforme ULM, par téléphone ou mail.


Tel:05 63 31 05 67 ou 06 95 48 58 51


Mail : aerodrome.caylus@gmail.com











";PAHOUR Patrice
;LF8228;Montaigu de Quercy Couloussac;Aérodrome Privé Ouvert aux ULM;08/03/2011;10/05/2025;05/02/2026;44.364035,1.087254;N 44 21 51;E 001 05 14;882 ft;"Respect des hauteurs et circuits de piste standard.


Le propriétaire rappelle que l’ensemble des arrivées, départs, procédures et actions en vol comme au sol relèvent de la seule responsabilité du pilote commandant de bord.";1;herbe;'30;40;600;'12-30;;;;;;123,5;NIL;2,4;Hangar possible, Gîte à proximité;couloussac.lf8228@orange.fr;+33 6 71 17 53 96;"Aérodrome entretenu, dégagé aux 2 QFU  Le survol des habitations est interdit, 


Location de gîte et hangar sur place possible 


Carburant sur demande pour les locataires du gite 


PPR obligatoire ( AVION - ULM ) sur demande au gestionnaire 2 semaine avant minimum";Mr Rosier thibaut
oui;LF8231;Le Mayne;Base ULM Autorisation OBLIGATOIRE ;09/03/2011;09/03/2011;20/04/2012;43.988889,1.291667;N 43 59 20;E 001 17 30;246 ft;;1;herbe;;;;'00-00;;;;;;;;;;;;;
;LF8233;Pommevic;Base ULM ouverte tous types;01/08/2011;04/01/2020;14/04/2023;44.084190315837,0.9258610010147095;N 44 05 03;E 000 55 33;226 ft;"Tour de piste au Nord-Est à 1000' (QNH) vent arrière sur le canal de la centrale


Attention  zone interdite P3 de la centrale de GOLFECH. SFC/3500FT AMSL. Seuil de piste décalé de 90 mètres en 31


Survol interdit des 2 maisons localisée sur photo 3";1;herbe;'31;30;587;'13-31;herbe;;;;'Inconnue;125.335;;4,5;Gîte à proximité, Camping possible;president@ulm-pommevic.fr;+33 6 10 76 13 36;"La photo ci-dessous a été prise en direction du NW, on y aperçoit les 2 tours de refroidissement de la centrale, la zone P3 est indiquée.


Pour mieux connaitre notre site : http://ulm-pommevic.fr


Piste interdite aux avions. Piste préférentielle la 31 par vent nul 








";CLUB ULM MOYENNE GARONNE
